,a,b,c,d,e,f,g,h,i,renzhen,weibo_num,gzl,fsl
316,股哥量化短线王,:今日各股指悉数下跌，个股涨跌比约为1：2，市场在连续上攻后动能开始减弱。我们的组合涨势跌互现，值得一提的是，量化短线王1号组合和成长型组合分别上涨+0.29和+0.96再创新高。当前大盘处于股哥大数据升信号中期，市场走势良好，短线5成仓位操作。,11月23日 17:59?来自微博 weibo.com,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/6042969782,手机搜索“股哥”下载使用.根据自主研发的短线量化模型，精准...,微博[78],关注[709],粉丝[556]
317,信和财富,:【信和财富：世界互联网开启“乌镇时间” 金融科技激发市场新活力】信和财富代表表示，大数据风控、区块链、智能顾投等方面的金融科技极大的提升了各金融机构的风控能力和服务效率，金融科技的价值和潜力有目共睹。互金观点 | 信和财富：世界互联网开启“乌镇时间” 金融科技激发市场新活力,11月23日 17:56?来自360安全浏览器,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/creditharmony,认证：信和财富投资管理（北京）有限公司,微博[1515],关注[478],粉丝[11557]
318,百度地图,百度地图现在也是杠杠的！实时更新动态，连拥堵，冰封都有。今天宝宝坐看大武汉沦陷冰封，忽然好想回去换上雪地靴[污][污][污],11月23日 17:54?来自iPhone 7,no,yes,赞[55]</a,转发[10]</a>?<a ,评论[14]</a>?<a ,http://weibo.cn/baidumap,认证：百度地图,微博[7053],关注[939],粉丝[2442550]
319,专属身份等一个人,近日，搜狗与中国人民大学新闻与社会发展中心联合发布了《中国网民的信息生产及情感价值结构演变报告》，这份报告选取的是以微信、微博和QQ等软件为核心的数据。其中输入最高的人名：2013年前五名周杰伦、张杰、陈奕迅、苍井空、权志龙，14年为邓紫棋、张杰、周杰伦、陈奕迅、鹿晗，15年为鹿晗、周杰伦?全文,11月23日 17:51?来自红米4,no,no,赞[0]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1992599393,时光静好，与君语；细水流年，与君同；繁华落尽，与君老,微博[5091],关注[372],粉丝[455]
320,华为云计算官方微博,:#IT声音#互联网的快速发展让整个世界迎来了大数据和云计算的热潮，云计算开始成为IT企业用户津津乐道的标签。根据Gartner的研究报告显示，云计算的使用正在不断增加，在2016年这一增长将占据大量新增IT开支。2016年也将是云计算决定性的一年，未来将有80%的应用上云。看我七十二变，桌面云如何应对多场景应用,11月23日 17:50?来自微博 weibo.com,no,yes,赞[1]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/hwcloud,认证：华为云计算官方微博,微博[5657],关注[579],粉丝[206854]
321,可爱的洋洋18,:【一起作业网CEO刘畅首次谈收购 布局全学科全学段体系建设】在第三届世界互联网大会开幕，一起作业网CEO刘畅参加了“大数据”论坛，并发表了题为“大数据让学习成为美好体验”的主旨演讲。一起作业网CEO刘畅首次谈收购 布局全学科全学段体系建设,11月23日 17:50?来自WeiInf,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1145847865,,微博[1051],关注[153],粉丝[86]
322,保理网,:“互联网+产业+金融”模式下供应链金融热的冷思考 - 原标题：“互联网+产业+金融”模式下供应链金融热的冷思考近两年，中国互联网金融行业正在发生深度的跨界融合，具备“大数据”优势的电商、零售企业纷纷布局谋篇，消费金融、供应链金融正在成为交锋的新战场。尤其... http://t.cn/RfKqCWk,11月23日 17:46?来自bshare,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/baolilianmeng,认证：保理通网络（北京）有限公司,微博[592],关注[1354],粉丝[1329]
323,LALULALIDO,近日，搜狗与中国人民大学新闻与社会发展中心联合发布了《中国网民的信息生产及情感价值结构演变报告》，这份报告选取的是以微信、微博和QQ等软件为核心的数据。来看看准不准,11月23日 17:44?来自iPhone 6s,no,no,赞[1]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2711358643,自己选的路，跪着也要走下去。,微博[6447],关注[384],粉丝[149]
324,张韶峰-金融大数据,11月22日，毕马威中国领先金融科技公司50颁奖典礼暨研讨会（华北站）在北京毕马威创新创业共享中心举办。作为获奖企业代表，百融金服CFO赵宏强出席了颁奖典礼，并在论坛环节中与行业精英探讨大数据技术对行业发展所起的重要作用。 百融金服CFO赵宏强出席毕马威中国领先金融科技公司50颁奖典礼暨研讨,11月23日 17:41?来自搜狗高速浏览器,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/shaofengzhang,认证：百融（北京）金融信息服务股份有限公司CEO,微博[2925],关注[959],粉丝[6683]
325,努力后随波逐流,:【骄傲！贵阳获评区域大数据发展水平五星级城市！系全国首批！】是在工业和信息化部指导下，由中国电子信息产业发展研究院牵头成立的大数据行业组织。开展区域大数据发展水平评价是该联盟的一项重要工作，旨在跟踪评价各地方大数据发展与应用情况，提升全社... 骄傲！贵阳获评区域大数据发展水平五星级城市！系全国首批！,11月23日 17:40?来自分享按钮,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/3365714352,,微博[2358],关注[362],粉丝[568]
326,趣炒股,:我发表了新文章：题材雷达 - 大数据解读最新股票投资资讯 更快更准地给您推送股票投资信息。 题材复盘：账户净值持续增长，央企改革来做贡献,11月23日 17:39?来自粉丝服务平台,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/quchaogu,认证：华赢科技（北京）有限公司,微博[261],关注[50],粉丝[6280]
327,清水鹿鹿,近日，搜狗与中国人民大学新闻与社会发展中心联合发布了《中国网民的信息生产及情感价值结构演变报告》，这份报告选取的是以微信、微博和QQ等软件为核心的数据。来看看准不准,11月23日 17:39?来自OPPO R7 Plus,yes,no,赞[1]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5114414618,人生观和鹿晗相同。@M鹿M @清水晗晗                         ...,微博[6023],关注[521],粉丝[2022]
328,小狗的朋友是小猴,:@辣椒小新新 『税务要大开杀戒，明年将清查个人全部银行账户！！税务局强大的大数据评估与云计算来到了我们身边』税务要大开杀戒，明年将清查个人全部银行账户！！税务局强大的大数据评估与云计算来到了我们身边,11月23日 17:38?来自三星GALAXY Note 4,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2409343971,开心每一天。,微博[1405],关注[191],粉丝[269]
329,小狗的朋友是小猴,:@辣椒小新新 『税务要大开杀戒，明年将清查个人全部银行账户！！税务局强大的大数据评估与云计算来到了我们身边』税务要大开杀戒，明年将清查个人全部银行账户！！税务局强大的大数据评估与云计算来到了我们身边,11月23日 17:38?来自三星GALAXY Note 4,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/2409343971,开心每一天。,微博[1405],关注[191],粉丝[269]
330,北大青鸟西三旗校区官微,:发表了博文《北大青鸟华腾校区：大数据时代已经到来》北大青鸟华腾校区课程老师张老师表示，大数据已是IT行业中最时髦的词汇，行外人士往往以为大数据遥不可及，三个小故事告诉你，这些都是大数据应用，大数据就在北大青鸟华腾校区：大数据时代已经到来,11月23日 17:38?来自新浪博客,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/bdqnxsq,北大青鸟西三旗华腾培训中心校区,微博[848],关注[206],粉丝[62]
331,张韶峰-金融大数据,近日，“2016第七届中国客户管理大会暨中国产业大数据营销峰会”在北京召开。百融金服高级副总裁、合伙人林佳琳发表了《大数据赋能金融客户全生命周期管理》主题演讲。 林佳琳：大数据赋能金融客户全生命周期管理,11月23日 17:38?来自搜狗高速浏览器,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/shaofengzhang,认证：百融（北京）金融信息服务股份有限公司CEO,微博[2925],关注[959],粉丝[6683]
332,贵阳大数据交易所,:【新乡市工信委副主任张广军调研贵阳大数据交易所】七省市入选第二批国家大数据综合试验名单，试验区内省市政府纷纷前来调研。通过数据交易驱动数据流通与变现，GBDEx成为重点调研对象，22日迎来新乡市工信委副主任张广军，未来有望参与新乡大数据产业发展，健全大数据产业链。新乡市工信委副主任张广军莅临贵阳大数据交易所 交流大数据产业发展,11月23日 17:34?来自微博 weibo.com,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/GBDEx,认证：贵阳大数据交易所官方微博,微博[302],关注[117],粉丝[78]
333,抱一阁主,:#抱一乱弹琴#   关于大数据，我坚持认为[话筒]：在可见的五至十年内，大数据只是 资源，只是资源的一部分，而且在很多情况下、在很多行业中，这个资源还不是所有资源中最大效率的那部分。[发表言论] 我的着眼点 始终应该 FOCUS 资源与结果 之间 的那个 黑盒子。,11月23日 17:34?来自微博 weibo.com,no,no,赞[0]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/1341327042,吕洞宾钓鱼,微博[6193],关注[346],粉丝[383]
334,张韶峰-金融大数据,?米米贷与百融金服达成合作，正式上线百融风险罗盘，上线后百融金服将利用大数据风控产品帮助米米贷降低运营风险，有效完善风控体系。 上线情报站 | 米米贷正式上线百融风险罗盘,11月23日 17:32?来自搜狗高速浏览器,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/shaofengzhang,认证：百融（北京）金融信息服务股份有限公司CEO,微博[2925],关注[959],粉丝[6683]
335,手机用户5151354388,:真的吗？ 首先是查买房的哪些，看谁还敢做虚假的工资条[笑cry][嘻嘻]『税务要大开杀戒，明年将清查个人全部银行账户！！税务局强大的大数据评估与云计算来到了我们身边』税务要大开杀戒，明年将清查个人全部银行账户！！税务局强大的大数据评估与云计算来到了我们身边,11月23日 17:32?来自荣耀7 世界有点不同,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5151354388,,微博[122],关注[60],粉丝[52]
336,点石金融,:#点石金融# #每日互金# #投资理财推荐# #投资理财#马云：几乎没有真正的P2P 业内：并不是！11月19日，上海举办的“2016外滩国际金融峰会”上，谈到互联网金融时时，马云称，传统金融的方向在于找到痛点、解决痛点，而新金融则在于创造和发现可有可无的需求。“互联网金融必须要具备大数据、基于数据?全文,11月23日 17:32?来自微博 weibo.com,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5874508615,认证：江西点石金融服务有限公司,微博[1778],关注[206],粉丝[20445]
337,数据化管理,:阿里巴巴技术论坛（Alibaba Technology Forum）--2016双11技术创新在线专场，火热报名中！本届论坛将于12月6日-7日举办，此次邀请到亲历今年双11的8位技术大V， 就基础架构，平台架构，大数据，人工智能，虚拟互动，前端等领域实践经验，与大家进行深入交流和互动！报名传送门：http://t.cn/RfKGGWq,11月23日 17:29?来自微博 weibo.com,no,yes,赞[8]</a>,转发[20]</a>?<a ,评论[4]</a>?<a h,http://weibo.cn/chemyhuang,认证：零售业数据化管理咨询顾问、培训师 微博签约自媒体,微博[15462],关注[1049],粉丝[1177755]
338,-7号麋鹿控,近日，搜狗与中国人民大学新闻与社会发展中心联合发布了《中国网民的信息生产及情感价值结构演变报告》，这份报告选取的是以微信、微博和QQ等软件为核心的数据。来看看准不准,11月23日 17:29?来自华为P8,no,no,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/u/5264518537,遇见风与疼痛 学会深爱和感动 纯芦苇 @M鹿M,微博[4222],关注[207],粉丝[267]
339,鼓楼区电子政务办公室,:大数据利益相关者的利益矛盾及其伦理治理  http://t.cn/RfKGyS0,11月23日 17:28?来自专业版微博,no,yes,赞[0]</a>,转发[0]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/njgldzb,认证：江苏省南京市鼓楼区电子政务办公室官方微博,微博[4445],关注[268],粉丝[397]
340,微指数,2016《2016中国大数据创新企业TOP100》权威发布 via亿欧传媒,11月23日 17:28?来自微博 weibo.com,no,yes,赞[3]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/microindex,认证：新浪微博应用#微指数#官方微博,微博[10242],关注[473],粉丝[349638]
341,房天下,:#账房先生大数据：二手房为什么要满五唯一？#大家在看二手房的时候，总是能够听到中介或者卖家说，某某房子是“满五唯一”，某某房子是“满二唯一”。账房先生大数据：二手房为什么要满五唯一？,11月23日 17:27?来自360安全浏览器,no,yes,赞[1]</a>,转发[3]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/wwwsoufun,认证：房天下fang.com官方微博,微博[12320],关注[1375],粉丝[72480]
342,Ken_V555,【抢快递公司生意？京东物流对外开放】众所周知，自营电商京东最为自豪和骄傲的就是它的物流体系，然而今日京东物流正式宣布开启品牌化运营，为商家提供物流定制化服务。此前CEO刘强东曾表示，京东做的物流不会像普通快递公司，那样没任何价值，应该是提供供应链服务的..抢快递公司生意？京东物流对外开放 提供定制化服务,11月23日 17:26?来自iPhone 7 Plus,no,no,赞[0]</a>,转发[1]</a>?<a c,评论[0]</a>?<a h,http://weibo.cn/tomorrowvision,一粒尘埃,微博[1234],关注[389],粉丝[564]
